Type,Department,Desk,EID,Hire Date,Job Title,Level,Direct Manager EID,Location,Gender,Total Years of Experince within EFG Hermes,2022 Performance Appraisal,2021 Performance Appraisal,2020 Performance Appraisal,2019 Performance Appraisal,2018 Performance Appraisal,2023 Promotions,2022 Promotions,2021 Promotions,2020 Promotions,2019 Promotions
Business Partner,Finance,Finance,601,12-Nov-05,Treasury Director,Director,2078,UAE - One Central,Male,17 Year(s) 7 Month(s) 8 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,Associate Director - Director: Mar 2021,,
Business Partner,Finance,Finance,1656,1-Jul-01,Senior Finance Director,Director,2078,Egypt - Head Office,Female,21 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Above Expectations ,Above Expectations,,,,,
Business Partner,Finance,Finance,2792,15-Jun-22,Finance Director,Director,2877,Egypt - Head Office,Male,1 Year(s) 0 Month(s) 5 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Finance,Finance,268,11-Dec-95,Group Head of Finance - Brokerage,Managing Director,1071,Egypt - Head Office,Male,27 Year(s) 6 Month(s) 9 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations,,,,,
Business Partner,Finance,Finance,701,21-May-06,Group Financial Controller,Managing Director,1071,Egypt - Head Office,Male,17 Year(s) 0 Month(s) 29 Day(s),Above Expectations,Above Expectations,Above Expectations ,Meets Expectations ,Meets Expectations,,,Director - Managing Director: Mar 2021,,
Business Partner,Finance,Finance,808,1-Jan-07,Group Head of Taxation,Managing Director,1071,Egypt - Head Office,Male,16 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations,,,,,
Business Partner,Finance,Finance,2078,1-Jul-17,Group Treasurer,Managing Director,1071,Egypt - Head Office,Male,5 Year(s) 11 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations ,Above Expectations,,,,,
Business Partner,Finance,Finance,2877,1-Jun-23,Group Head of Finance - NBFI,Managing Director,1071,Egypt - Head Office,Male,0 Year(s) 0 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Finance,Finance,1100,9-Mar-08,Senior Accounting Manager,Vice President,239,Egypt - Head Office,Male,15 Year(s) 3 Month(s) 11 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Partner,Finance,Finance,2041,20-Mar-17,Senior Accounting Manager,Vice President,273,Kenya - Nairobi,Female,6 Year(s) 3 Month(s) 0 Day(s),Above Expectations,Meets Expectations,Above Expectations,Meets Expectations ,Meets Expectations,,,Associate VP - Vice President: Mar 2021,,
Business Partner,Finance,Finance,2851,6-Feb-23,Senior Accounting Manager,Vice President,273,Nigeria - Lagos,Male,0 Year(s) 4 Month(s) 14 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Finance,Finance,69,10-Nov-96,Finance Manager,Vice President,276,Egypt - Head Office,Male,26 Year(s) 7 Month(s) 10 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Partner,Finance,Finance,1188,1-Jan-07,Finance Manager,Vice President,295,Egypt - Head Office,Male,16 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Partner,Finance,Finance,1063,3-Feb-08,Senior Accounting Manager,Vice President,608,Egypt - Head Office,Male,15 Year(s) 4 Month(s) 17 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Partner,Finance,Finance,1487,15-Dec-09,System Administrator Manager,Vice President,701,Egypt - Head Office,Female,13 Year(s) 6 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,Associate VP - Vice President: Mar 2019
Business Partner,Finance,Finance,2019,13-Dec-16,Senior Accounting Manager,Vice President,1029,Bahrain - Manama,Male,6 Year(s) 6 Month(s) 7 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,Associate VP - Vice President: Mar 2021,,
Business Partner,Finance,Finance,775,24-Sep-06,Finance Manager,Vice President,1032,Kuwait - Head Office,Male,16 Year(s) 8 Month(s) 26 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,Associate VP - Vice President:Mar 2020,
Business Partner,Finance,Finance,2358,1-Oct-18,Senior Accounting Manager,Vice President,1656,Egypt - Head Office,Female,4 Year(s) 8 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Partner,Finance,Finance,1995,17-Jul-16,Accounting Manager,Vice President,1889,Egypt - Head Office,Male,6 Year(s) 11 Month(s) 3 Day(s),Meets Expectations,Above Expectations,Meets Expectations ,Meets Expectations ,Above Expectations,,,Associate VP - Vice President: Mar 2021,,Associate - Associate VP: Mar 2019
Business Partner,Finance,Finance,2847,9-Jan-23,Treasury Manager,Vice President,2388,Egypt - Head Office,Female,0 Year(s) 5 Month(s) 11 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Finance,Finance,2507,1-Feb-20,Accounting Manager,Vice President,2394,Egypt - Head Office,Male,3 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations ,Hired 2020,Hired 2020,,Associate VP - Vice President: Mar 2022,,,
Business Partner,Finance & Investor Relations,Finance & Investor Relations,1807,1-Feb-14,Senior Department Assistant,Senior Specialist,1071,Egypt - Head Office,Female,9 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations ,Meets Expectations,,,,,
Business Partner,"Finance, IR, Budgeting & Reporting","Finance, IR, Budgeting & Reporting",2794,1-Jul-22,Budgeting & Reporting Senior Analyst,Associate,1944,Egypt - Head Office,Female,0 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,Analyst - Associate: Mar 2023,,,,
Business Partner,"Finance, IR, Budgeting & Reporting","Finance, IR, Budgeting & Reporting",567,1-Sep-05,Group Head of Corporate Strategy & Investor Relations,Managing Director,1071,Egypt - Head Office,Female,17 Year(s) 9 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,,,,,
Business Partner,"Finance, IR, Budgeting & Reporting","Finance, IR, Budgeting & Reporting",1944,6-Dec-15,"Investor Relations, Budgeting & Reporting Manager",Vice President,567,Egypt - Head Office,Male,7 Year(s) 6 Month(s) 14 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate VP - Vice President: Mar 2022,,Associate - Associate VP:Mar 2020,
Business Partner,Governmental Legal Affairs,Governmental Legal Affairs,2789,15-Jun-22,Junior Governmental Legal Affairs Officer,Analyst,65,Egypt - Head Office,Female,1 Year(s) 0 Month(s) 5 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Governmental Legal Affairs,Governmental Legal Affairs,854,10-Apr-07,Governmental Legal Affairs Senior Manager,Associate Director,65,Egypt - Head Office,Male,16 Year(s) 2 Month(s) 10 Day(s),Meets Expectations,Above Expectations,Meets Expectations ,Meets Expectations,Meets Expectations,Vice President - Associate Director: Mar 2023,,,,Associate VP - Vice President: Mar 2019
Business Partner,Governmental Legal Affairs,Governmental Legal Affairs,2264,1-Dec-07,Fund Administration Senior Manager,Associate Director,65,Egypt - Head Office,Male,15 Year(s) 6 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations,Meets Expectations,,,,,
Business Partner,Governmental Legal Affairs,Governmental Legal Affairs,65,19-Aug-96,Governmental Legal Affairs Senior Director,Director,279,Egypt - Head Office,Male,26 Year(s) 10 Month(s) 1 Day(s),Meets Expectations,Meets Expectations,Above Expectations ,Above Expectations ,Above Expectations,,,,,
Business Partner,Governmental Legal Affairs,Governmental Legal Affairs,407,1-Apr-97,Governmental Legal Affairs Manager,Vice President,65,Egypt - Head Office,Male,26 Year(s) 2 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations ,Meets Expectations,Meets Expectations,,,Associate VP - Vice President: Mar 2021,,
Business Partner,Human Resources,Human Resources,2775,15-May-22,Employee Benefits & Services Coordinator,Analyst,917,Egypt - Head Office,Female,1 Year(s) 1 Month(s) 5 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Human Resources,Human Resources,2796,1-Jul-22,Talent Management Coordinator,Analyst,938,Egypt - Head Office,Male,0 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Human Resources,Human Resources,2850,1-Feb-23,Talent Acquisition Coordinator,Analyst,2171,Egypt - Head Office,Female,0 Year(s) 4 Month(s) 19 Day(s),Hired 2022,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Human Resources,Human Resources,2651,1-Nov-21,Talent Acquisition Specialist,Analyst,2239,Egypt - Head Office,Female,1 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Human Resources,Human Resources,2836,1-Jan-23,Employee Benefits & Services Coordinator,Analyst,2690,Egypt - Head Office,Male,0 Year(s) 5 Month(s) 19 Day(s),Hired 2022,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Human Resources,Human Resources,2690,1-Jan-22,Employee Benefits & Services Senior Specialist,Associate,5,Egypt - Head Office,Female,1 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Human Resources,Human Resources,2868,1-Apr-23,HR Generalist,Associate,917,Kuwait - Head Office,Female,0 Year(s) 2 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Human Resources,Human Resources,2728,1-Mar-22,HR Generalist,Associate,1785,Pakistan - Karachi,Female,1 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Human Resources,Human Resources,2815,8-Sep-22,Learning & Development Operations Officer,Associate,1855,Egypt - Head Office,Male,0 Year(s) 9 Month(s) 12 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Human Resources,Human Resources,2590,17-May-21,Employee Benefits & Services Specialist,Associate,2690,Egypt - Head Office,Female,2 Year(s) 1 Month(s) 3 Day(s),Meets Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Human Resources,Human Resources,917,29-Jul-07,"Associate Director, Employee Benefits & Services",Associate Director,5,Egypt - Head Office,Male,15 Year(s) 10 Month(s) 21 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Partner,Human Resources,Human Resources,1855,11-Jan-15,"Associate Director, Learning & Development",Associate Director,867,Egypt - Head Office,Male,8 Year(s) 5 Month(s) 9 Day(s),Above Expectations,Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Human Resources,Human Resources,1914,26-Jul-15,"Associate Director, Talent Acquisition",Associate Director,867,Egypt - Head Office,Female,7 Year(s) 10 Month(s) 24 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Partner,Human Resources,Human Resources,6,1-Nov-00,"Associate Director, Labour Relations",Associate Director,892,Egypt - Head Office,Female,22 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,,,,,
Business Partner,Human Resources,Human Resources,2484,1-Jan-20,Senior Payroll Specialist,Associate VP,4,Egypt - Head Office,Male,3 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Hired 2019,Hired 2019,,,,,
Business Partner,Human Resources,Human Resources,1954,1-Oct-16,Senior Employee Benefits & Services Advisor,Associate VP,917,Egypt - Head Office,Female,6 Year(s) 8 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Associate - Associate VP: Mar 2021,,
Business Partner,Human Resources,Human Resources,949,5-Sep-22,Senior HR Generalist,Associate VP,1785,UAE - One Central,Female,0 Year(s) 9 Month(s) 15 Day(s),Meets Expectations,Hired in 2022,Hired 2022,Hired 2022,Hired in 2022,,,,,
Business Partner,Human Resources,Human Resources,1709,10-Sep-17,Learning & Development Consultant,Associate VP,1855,Egypt - Head Office,Female,5 Year(s) 9 Month(s) 10 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Analyst - Associate: Mar 2021,,
Business Partner,Human Resources,Human Resources,2067,11-Jun-17,Senior Learning & Development Consultant,Associate VP,1855,Egypt - Head Office,Female,6 Year(s) 0 Month(s) 9 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Needs Development,,,Associate - Associate VP: Mar 2021,,
Business Partner,Human Resources,Human Resources,2171,1-Jan-19,Senior Talent Acquisition Consultant,Associate VP,1914,Egypt - Head Office,Female,4 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,N/A,,,,,
Business Partner,Human Resources,Human Resources,938,1-Sep-07,"Director, Talent Management",Director,892,Egypt - Head Office,Female,15 Year(s) 9 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Above Expectations,Above Expectations,,,,,
Business Partner,Human Resources,Human Resources,4,29-Jan-97,"Managing Director, Payroll Services",Managing Director,892,Egypt - Head Office,Male,26 Year(s) 4 Month(s) 21 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,Director - Managing Director: Mar 2021,,
Business Partner,Human Resources,Human Resources,5,1-Feb-97,"Managing Director, HR Operations, Benefits, Services & HRMIS",Managing Director,892,Egypt - Head Office,Male,26 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Above Expectations,,,Director - Managing Director: Mar 2021,,
Business Partner,Human Resources,Human Resources,867,27-Apr-07,"Managing Director, Talent Acquisition, L&D & Reward",Managing Director,892,UAE - One Central,Male,16 Year(s) 1 Month(s) 23 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Human Resources,Human Resources,1879,14-Apr-15,Senior Department Assistant,Professional,892,Egypt - Head Office,Female,8 Year(s) 2 Month(s) 6 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Human Resources,Human Resources,1785,22-Sep-13,Talent Management Manager,Vice President,938,Egypt - Head Office,Female,9 Year(s) 8 Month(s) 28 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Human Resources,Human Resources,2444,1-Sep-19,Talent Management Manager,Vice President,938,Egypt - Head Office,Female,3 Year(s) 9 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Hired 2019,,,,,
Business Partner,Human Resources,Human Resources,2239,18-Feb-18,Talent Acquisition Manager,Vice President,1914,Egypt - Head Office,Female,5 Year(s) 4 Month(s) 2 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Information Technology,Information Technology,2827,16-Oct-22,Machine Learning Engineer,Analyst,1932,Egypt - Head Office,Female,0 Year(s) 8 Month(s) 4 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Information Technology,Information Technology,2713,1-Feb-22,Solution Developer,Analyst,2022,Egypt - Head Office,Male,1 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Information Technology,Information Technology,2831,1-Dec-22,Corporate DevOps Engineer,Analyst,2102,Egypt - Head Office,Male,0 Year(s) 6 Month(s) 19 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Information Technology,Information Technology,2813,6-Sep-22,Corporate Business Intelligence Engineer,Analyst,2487,Egypt - Head Office,Female,0 Year(s) 9 Month(s) 14 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Information Technology,Information Technology,2816,1-Sep-22,Corporate Data Scientist,Analyst,2487,Egypt - Head Office,Female,0 Year(s) 9 Month(s) 19 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Information Technology,Information Technology,2819,1-Oct-22,Corporate Data Scientist,Analyst,2487,Egypt - Head Office,Female,0 Year(s) 8 Month(s) 19 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Information Technology,Information Technology,2865,1-Mar-23,Business Intelligence Engineer,Analyst,2487,Egypt - Head Office,Male,0 Year(s) 3 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
